Symbol,Date,Expiry,Strike Price,Put Price,Call Price,Close,Volatility
NIFTY,10-Jan-2014,25-Jun-2015,8100,586.75,3643.55,6171.45,0.484722754866656
NIFTY,28-Jan-2014,28-Jun-2018,5100,149.25,2719.65,6126.25,0.604635419174192
NIFTY,06-Feb-2014,30-Jun-2016,5700,450,1410,6036.3,0.919312084678258
NIFTY,12-Feb-2014,28-Dec-2017,7300,167.65,1420,6084,0.470785212483528
NIFTY,05-Feb-2014,27-Mar-2014,4650,0.05,1511.95,6022.4,0.350268278653156
NIFTY,07-Jan-2014,26-Jun-2014,5400,103,1450,6162.25,-0.347287175292118
NIFTY,19-Feb-2014,27-Mar-2014,5050,0.8,1690.45,6152.75,
NIFTY,04-Mar-2014,29-Jun-2017,5500,136.1,1906.15,6297.95,
NIFTY,13-Jan-2014,26-Jun-2014,3300,17.2,2768.8,6272.75,
NIFTY,22-Jan-2014,24-Dec-2014,6100,265.65,1364.65,6338.95,0.26347539560863
NIFTY,02-Jan-2014,29-Jun-2017,4500,43.2,1140.45,6221.15,1.59359281027365
NIFTY,21-Mar-2014,30-Jun-2016,2700,39.6,3066.25,6493.2,0.137324561673582
NIFTY,26-Feb-2014,24-Apr-2014,7150,934.35,1374.35,6238.8,
NIFTY,18-Feb-2014,28-Dec-2017,6700,89.9,1371.4,6127.1,0.797291378936266
NIFTY,17-Feb-2014,30-Jun-2016,5500,311,1435.7,6073.3,
NIFTY,23-Jan-2014,28-Dec-2017,8400,344.85,3447.15,6345.65,
NIFTY,25-Feb-2014,30-Jun-2016,6600,742,1327.5,6200.05,0.165087049238249
NIFTY,03-Feb-2014,26-Jun-2014,7700,585.45,40,6001.8,
NIFTY,21-Jan-2014,27-Mar-2014,5900,35.65,5.5,6313.8,
NIFTY,22-Jan-2014,30-Jun-2016,7800,424.2,1524.3,6338.95,
NIFTY,21-Jan-2014,24-Dec-2014,8100,655.4,150,6313.8,0.388426694516814
NIFTY,02-Jan-2014,26-Jun-2014,5500,99.85,1526.95,6221.15,
NIFTY,17-Feb-2014,25-Sep-2014,6200,620.3,893.8,6073.3,1.34751438801697
NIFTY,19-Feb-2014,26-Jun-2014,3000,19.65,36.9,6152.75,1.41642681458767
NIFTY,25-Feb-2014,30-Jun-2016,5500,311,1421,6200.05,0.300870692314428
NIFTY,07-Mar-2014,29-May-2014,4800,0.05,1212.25,6526.65,0.321210462613904
NIFTY,24-Jan-2014,27-Mar-2014,6350,160,1.3,6266.75,0.271271266645248
NIFTY,25-Feb-2014,27-Mar-2014,7700,1293.95,66.7,6200.05,
NIFTY,03-Jan-2014,30-Jun-2016,7900,422.7,1676.55,6211.15,0.24677207758371
NIFTY,20-Jan-2014,26-Jun-2014,6000,223.15,2973,6303.95,0.180260750405848
NIFTY,06-Feb-2014,27-Mar-2014,4550,0.05,1961.05,6036.3,0.022672308504634
NIFTY,18-Mar-2014,26-Jun-2014,3700,4.15,427.7,6516.65,0.210704539844915
NIFTY,26-Feb-2014,25-Jun-2015,4100,11.55,2808.35,6238.8,0.080609200920636
NIFTY,20-Feb-2014,24-Apr-2014,4600,0.05,550,6091.45,0.183375115613082
NIFTY,15-Jan-2014,29-Dec-2016,8700,1193.9,743,6320.9,0.40095786101209
NIFTY,13-Feb-2014,29-Jun-2017,3700,11.7,2112.75,6001.1,0.170493410596835
NIFTY,31-Jan-2014,28-Jun-2018,4900,124.45,2505.6,6089.5,-1.7831105738924E-05
NIFTY,27-Jan-2014,26-Feb-2014,6400,251.05,935,6135.85,0.115828241233943
NIFTY,21-Jan-2014,30-Jan-2014,5600,0.9,1084.45,6313.8,0.816785742634671
NIFTY,14-Feb-2014,25-Jun-2015,8500,715.2,157.95,6048.35,
NIFTY,04-Feb-2014,30-Jun-2016,7000,395.35,510,6000.9,
NIFTY,03-Mar-2014,26-Jun-2014,8200,772.6,36.9,6221.45,0.645382965798145
NIFTY,06-Feb-2014,29-Dec-2016,8400,507.4,782.05,6036.3,0.201635672338538
NIFTY,28-Jan-2014,27-Mar-2014,3500,0.1,1080,6126.25,0.694372297918734
NIFTY,01-Jan-2014,28-Dec-2017,6600,80.05,2189.45,6301.65,0.315337121315503
NIFTY,05-Feb-2014,29-Jun-2017,4900,71.95,2854.15,6022.4,0.185964869998674
NIFTY,03-Jan-2014,28-Jun-2018,3700,37.35,1440.95,6211.15,0.136241930054965
NIFTY,20-Jan-2014,30-Jan-2014,4700,0.1,6.6,6303.95,0.169146390795767
NIFTY,26-Feb-2014,29-Dec-2016,7800,349.15,971.3,6238.8,
NIFTY,06-Mar-2014,28-Jun-2018,4100,52.15,3119.6,6401.15,0.111751570579078
NIFTY,18-Mar-2014,28-Dec-2017,6100,42,2995.5,6516.65,0.456277716889268
NIFTY,12-Feb-2014,30-Jun-2016,3400,19.45,3033.3,6084,0.13990403829259
NIFTY,21-Mar-2014,28-Dec-2017,6400,62.65,1841.7,6493.2,0.244894972075933
NIFTY,19-Mar-2014,29-May-2014,5200,15,1059.25,6524.05,
NIFTY,14-Jan-2014,26-Jun-2014,5200,73.55,1233.55,6241.85,0.194357325422806
NIFTY,21-Jan-2014,26-Jun-2014,7900,657.1,688.5,6313.8,0.175346708171413
NIFTY,07-Jan-2014,29-Jun-2017,4300,32.45,877.35,6162.25,
NIFTY,14-Jan-2014,30-Jun-2016,5700,379.6,3007.3,6241.85,
NIFTY,01-Jan-2014,30-Jan-2014,5950,12.85,1642.25,6301.65,
NIFTY,13-Mar-2014,29-Dec-2016,6000,495,1295,6493.1,0.014404164362689
NIFTY,18-Mar-2014,26-Jun-2014,7700,585.45,3256.9,6516.65,0.206837488986255
NIFTY,21-Mar-2014,28-Jun-2018,3600,32.45,3318.15,6493.2,
NIFTY,29-Jan-2014,25-Jun-2015,6900,306.05,1281.9,6120.25,0.38350108416515
NIFTY,06-Jan-2014,24-Dec-2014,5700,454.5,2882.95,6191.45,0.107104452498778
NIFTY,01-Jan-2014,27-Mar-2014,5100,3.75,15.2,6301.65,
NIFTY,18-Mar-2014,24-Dec-2014,3400,29.2,250,6516.65,
NIFTY,04-Mar-2014,30-Jun-2016,4500,252,2831.75,6297.95,1.29096526176352
NIFTY,18-Mar-2014,25-Jun-2015,6700,332.4,1281.9,6516.65,
NIFTY,08-Jan-2014,24-Dec-2014,5000,115.55,1307.2,6174.6,
NIFTY,22-Mar-2014,29-May-2014,6550,268.7,332,6494.9,0.617904769479712
NIFTY,13-Mar-2014,25-Jun-2015,4900,513.6,2091.2,6493.1,0.126098089515169
NIFTY,03-Jan-2014,29-Dec-2016,6800,630.5,2323.55,6211.15,
NIFTY,13-Mar-2014,29-Jun-2017,8900,762.7,994.65,6493.1,0.120417795174729
NIFTY,27-Jan-2014,24-Dec-2014,6700,356.15,1825.5,6135.85,-7.62472405270151E-07
NIFTY,21-Mar-2014,24-Apr-2014,6500,91,128.75,6493.2,0.137646238678506
NIFTY,05-Feb-2014,25-Sep-2014,5300,281.75,1698.35,6022.4,-0.027348220671907
NIFTY,22-Mar-2014,29-Dec-2016,2900,47.8,2561,6494.9,0.933023590078036
NIFTY,22-Mar-2014,25-Jun-2015,7000,404.55,1635.5,6494.9,0.316619078481471
NIFTY,17-Feb-2014,31-Dec-2015,6500,723,999,6073.3,0.261810249987155
NIFTY,02-Jan-2014,31-Dec-2015,3100,22.5,2965.3,6221.15,
NIFTY,26-Feb-2014,29-Jun-2017,6700,353.4,1641,6238.8,0.392355249702081
NIFTY,21-Mar-2014,25-Sep-2014,8800,1885.65,180.35,6493.2,0.14694976599586
NIFTY,29-Jan-2014,27-Mar-2014,5100,3.75,32.9,6120.25,0.202725837839132
NIFTY,06-Mar-2014,28-Jun-2018,5100,149.25,2558.05,6401.15,
NIFTY,03-Jan-2014,29-Jun-2017,4500,43.2,1001.4,6211.15,0.996132022940149
NIFTY,05-Mar-2014,27-Mar-2014,4750,0.05,1538.9,6328.65,1.06086350306048
NIFTY,29-Jan-2014,24-Dec-2014,7300,410.95,1480.4,6120.25,0.483196186763084
NIFTY,28-Feb-2014,28-Jun-2018,3500,53.5,3531.4,6276.95,0.209507928146864
NIFTY,13-Feb-2014,29-Dec-2016,2900,47.8,2610.7,6001.1,0.101465867718145
NIFTY,23-Jan-2014,31-Dec-2015,8400,608.65,3620.8,6345.65,0.142232675540596
NIFTY,10-Feb-2014,25-Jun-2015,7700,471.7,1347.3,6053.45,0.526629532932056
NIFTY,10-Feb-2014,26-Feb-2014,4650,0.1,1454.1,6053.45,
NIFTY,11-Mar-2014,28-Dec-2017,6200,48.2,1228.3,6511.9,
NIFTY,07-Feb-2014,27-Mar-2014,4850,0.2,1440.2,6063.2,
NIFTY,21-Feb-2014,25-Jun-2015,7300,370.8,1309.6,6155.45,0.013760773395025
NIFTY,06-Feb-2014,27-Mar-2014,7450,1018.85,14.7,6036.3,0.045269351310571
NIFTY,15-Jan-2014,27-Mar-2014,6650,363.85,526.9,6320.9,0.23543237200287
NIFTY,03-Feb-2014,29-Dec-2016,3600,173.3,2190.15,6001.8,0.68955302155435
NIFTY,17-Jan-2014,27-Dec-2018,5200,49.1,3263.3,6261.65,1.31050212141644
NIFTY,19-Feb-2014,24-Apr-2014,5550,40,1570.1,6152.75,
NIFTY,18-Mar-2014,29-May-2014,6250,166,7.75,6516.65,0.277818447703951
NIFTY,18-Feb-2014,26-Feb-2014,6150,52.3,190.85,6127.1,0.274622810899799
NIFTY,08-Jan-2014,31-Dec-2015,3100,22.5,2912.3,6174.6,0.4597677079587
NIFTY,18-Feb-2014,28-Dec-2017,4300,1.1,3122.55,6127.1,0.187810835717555
NIFTY,25-Feb-2014,26-Jun-2014,6900,800,600,6200.05,0.308894720453768
NIFTY,27-Jan-2014,31-Dec-2015,7500,377.05,3435.1,6135.85,
NIFTY,05-Feb-2014,30-Jun-2016,2800,44.3,2888,6022.4,0.115146397062418
NIFTY,04-Mar-2014,28-Jun-2018,8100,896.8,1502,6297.95,1.21591895805752
NIFTY,03-Feb-2014,26-Feb-2014,4600,0.35,1451.45,6001.8,0.167066834283583
NIFTY,21-Jan-2014,30-Jan-2014,5800,1.1,1406.45,6313.8,0.147748756366481
NIFTY,28-Jan-2014,30-Jan-2014,6750,470,29.2,6126.25,0.181189853249888
NIFTY,03-Jan-2014,27-Mar-2014,8600,1887.45,866.7,6211.15,0.806279630848113
NIFTY,30-Jan-2014,31-Dec-2015,7600,399.75,3753.4,6073.7,0.186085755461703
NIFTY,09-Jan-2014,29-Dec-2016,3900,150.85,1443.85,6168.35,
NIFTY,18-Mar-2014,29-Dec-2016,3500,101.05,1654.5,6516.65,0.284887444240649
NIFTY,03-Mar-2014,24-Dec-2014,3600,1.95,3518.95,6221.45,1.35689131240164
NIFTY,06-Feb-2014,27-Mar-2014,5350,4.95,1250.35,6036.3,0.829143197688454
NIFTY,14-Mar-2014,27-Dec-2018,4100,10.2,3749.6,6504.2,0.60512575447283
NIFTY,21-Feb-2014,28-Dec-2017,5300,11.35,2680.2,6155.45,0.214210073718214
NIFTY,21-Feb-2014,25-Sep-2014,5900,490.65,150,6155.45,
NIFTY,17-Feb-2014,28-Dec-2017,3900,0.15,3447.15,6073.3,
NIFTY,07-Feb-2014,28-Dec-2017,7900,233.5,1053.1,6063.2,0.375471957527835
NIFTY,18-Feb-2014,27-Dec-2018,3900,7.05,3755.8,6127.1,0.902184855193605
NIFTY,22-Jan-2014,30-Jun-2016,5500,311,3156.3,6338.95,0.128780140530963
NIFTY,15-Jan-2014,25-Jun-2015,8700,1579.5,2808.35,6320.9,0.557696451999642
NIFTY,08-Jan-2014,26-Jun-2014,7100,397.2,247,6174.6,
NIFTY,24-Feb-2014,30-Jun-2016,4600,248.8,3117.75,6186.1,
NIFTY,30-Jan-2014,28-Jun-2018,8300,967.15,3002.3,6073.7,1.03116452946587
NIFTY,03-Feb-2014,29-Jun-2017,4600,49.45,2616.85,6001.8,
NIFTY,06-Mar-2014,27-Mar-2014,6600,181.45,15.75,6401.15,0.715384258228031
NIFTY,17-Feb-2014,25-Sep-2014,6900,983.15,692.55,6073.3,0.397355792711808
NIFTY,05-Feb-2014,25-Sep-2014,8400,1861.65,212.05,6022.4,0.465037610135251
NIFTY,06-Jan-2014,28-Jun-2018,4600,92.45,1472.65,6191.45,-0.016077847726852
NIFTY,03-Jan-2014,29-Jun-2017,7800,288.3,2500.8,6211.15,0.227614163554204
NIFTY,21-Mar-2014,29-May-2014,5900,79.6,765,6493.2,0.345922317641822
NIFTY,28-Feb-2014,30-Jun-2016,6800,755,1798.5,6276.95,0.032038183065901
NIFTY,17-Jan-2014,28-Dec-2017,3900,0.15,910.95,6261.65,0.160466253731632
NIFTY,21-Jan-2014,25-Sep-2014,4700,139,2256.25,6313.8,
NIFTY,04-Feb-2014,26-Feb-2014,5950,72,2.6,6000.9,
NIFTY,25-Feb-2014,24-Apr-2014,5750,42.6,4.05,6200.05,
NIFTY,03-Feb-2014,25-Sep-2014,7200,1162.05,692.55,6001.8,
NIFTY,10-Mar-2014,27-Mar-2014,4000,0.3,2142.3,6537.25,0.536294200614421
NIFTY,21-Feb-2014,25-Sep-2014,7300,1224.45,212.05,6155.45,0.400114183689736
NIFTY,24-Jan-2014,26-Feb-2014,6450,185,896.8,6266.75,
NIFTY,28-Jan-2014,28-Dec-2017,8600,904.85,3575.15,6126.25,0.903719058487648
NIFTY,13-Feb-2014,29-Jun-2017,5000,80.75,1620.25,6001.1,0.472402989220677
NIFTY,15-Jan-2014,28-Jun-2018,6000,297.75,2067.15,6320.9,
NIFTY,06-Mar-2014,30-Jun-2016,3900,20.45,2845,6401.15,0.592335507337029
NIFTY,10-Feb-2014,28-Dec-2017,7100,138.05,1231.6,6053.45,0.928669128275906
NIFTY,14-Feb-2014,25-Sep-2014,7100,1101,502.85,6048.35,
NIFTY,04-Feb-2014,24-Dec-2014,8400,762.85,1166.45,6000.9,
NIFTY,07-Feb-2014,26-Feb-2014,5550,6,606.5,6063.2,
NIFTY,19-Mar-2014,25-Jun-2015,7000,404.55,1680.15,6524.05,
NIFTY,29-Jan-2014,31-Dec-2015,5100,242.65,3131.8,6120.25,
NIFTY,04-Feb-2014,24-Dec-2014,3400,29.2,232,6000.9,0.243688273699695
NIFTY,03-Jan-2014,30-Jun-2016,6400,271.65,2848.85,6211.15,
NIFTY,11-Feb-2014,24-Dec-2014,7500,1266.5,260,6062.7,0.224051943056112
NIFTY,27-Jan-2014,25-Sep-2014,8700,1864.8,2733.65,6135.85,
NIFTY,15-Jan-2014,26-Feb-2014,4950,3.65,474.8,6320.9,0.534410602549042
NIFTY,29-Jan-2014,28-Dec-2017,5900,31.35,2130,6120.25,0.113701861239929
NIFTY,03-Mar-2014,29-May-2014,7550,1132.15,1.3,6221.45,0.646347891741402
NIFTY,15-Jan-2014,30-Jun-2016,4700,300,2944.7,6320.9,
NIFTY,20-Feb-2014,31-Dec-2015,2700,37.5,2896.5,6091.45,0.983743028499697
NIFTY,03-Mar-2014,29-Dec-2016,7600,536.9,971.3,6221.45,0.468602099251547
NIFTY,26-Feb-2014,25-Jun-2015,5000,253,2828.5,6238.8,0.221337651218595
NIFTY,19-Feb-2014,28-Jun-2018,4900,124.45,2558.05,6152.75,0.390212034689907
NIFTY,06-Mar-2014,27-Dec-2018,6400,157.5,2427,6401.15,
NIFTY,13-Mar-2014,30-Jun-2016,4300,178,2200,6493.1,
NIFTY,01-Jan-2014,28-Jun-2018,8400,1003.25,3119.6,6301.65,0.161720949814715
NIFTY,21-Mar-2014,27-Mar-2014,7500,985.05,0.25,6493.2,0.107561567178056
NIFTY,14-Feb-2014,25-Jun-2015,7500,419.6,1465.7,6048.35,
NIFTY,14-Feb-2014,29-Dec-2016,8800,1124.4,669.1,6048.35,0.301211799464438
NIFTY,04-Mar-2014,24-Dec-2014,8300,726.1,989.95,6297.95,0.116894413056598
NIFTY,15-Jan-2014,27-Mar-2014,5500,15.35,14.7,6320.9,
NIFTY,01-Jan-2014,27-Dec-2018,8100,475.45,2037.8,6301.65,
NIFTY,27-Jan-2014,29-Dec-2016,2800,41.25,954.5,6135.85,0.104281502684646
NIFTY,26-Feb-2014,25-Sep-2014,7400,1288.15,56.85,6238.8,0.411361717471254
NIFTY,27-Jan-2014,29-Jun-2017,3700,11.7,917.45,6135.85,0.255118691661145
NIFTY,29-Jan-2014,29-Jun-2017,7000,510.65,1127.85,6120.25,0.380258857338119
NIFTY,13-Feb-2014,25-Sep-2014,5200,253.45,1139.2,6001.1,0.071149865276689
NIFTY,13-Mar-2014,27-Dec-2018,6500,170.55,2325.55,6493.1,0.221097258386034
NIFTY,06-Feb-2014,26-Feb-2014,4950,3.65,3,6036.3,0.242308786637029
NIFTY,09-Jan-2014,29-Jun-2017,5200,100.65,1325.55,6168.35,
NIFTY,13-Mar-2014,25-Jun-2015,6100,820,1222,6493.1,0.192513137067113
NIFTY,05-Mar-2014,31-Dec-2015,2900,24.7,2764.55,6328.65,0.536397004440553
NIFTY,28-Jan-2014,26-Jun-2014,8600,880.5,1295.8,6126.25,0.172329301695432
NIFTY,07-Feb-2014,25-Jun-2015,8000,556.7,190.75,6063.2,0.418104609947637
NIFTY,04-Feb-2014,28-Dec-2017,3800,0.1,3249.9,6000.9,0.142427937749883
NIFTY,10-Jan-2014,27-Mar-2014,5150,1.55,2.5,6171.45,
NIFTY,26-Feb-2014,30-Jun-2016,7300,1044.1,1637.4,6238.8,0.575612714742365
NIFTY,05-Mar-2014,24-Dec-2014,5500,142.65,1167.5,6328.65,0.533022803352619
NIFTY,25-Feb-2014,25-Jun-2015,3500,38.05,2663.7,6200.05,0.114190095506655
NIFTY,13-Mar-2014,25-Jun-2015,7200,347.7,1591.75,6493.1,0.289385027545508
NIFTY,04-Mar-2014,31-Dec-2015,3900,8.2,3620.8,6297.95,
NIFTY,13-Jan-2014,27-Mar-2014,8300,1701,2289.25,6272.75,0.053862219090542
NIFTY,25-Feb-2014,26-Feb-2014,5400,0.3,998,6200.05,0.161546193975141
NIFTY,05-Feb-2014,27-Mar-2014,6800,850,4.9,6022.4,0.189198279443066
NIFTY,18-Feb-2014,24-Dec-2014,3600,1.95,3381.7,6127.1,0.207157240871472
NIFTY,07-Feb-2014,27-Mar-2014,3500,0.45,2150.6,6063.2,
NIFTY,13-Mar-2014,27-Mar-2014,8700,2141.85,0.05,6493.1,0.298883259473431
NIFTY,22-Jan-2014,31-Dec-2015,4700,306.55,1776.35,6338.95,
NIFTY,25-Feb-2014,27-Dec-2018,8600,608.5,1396.5,6200.05,
NIFTY,30-Jan-2014,28-Jun-2018,7300,620.65,1502,6073.7,0.135715066808846
NIFTY,11-Mar-2014,29-May-2014,6850,488.8,140.9,6511.9,3.43123922681787
NIFTY,30-Jan-2014,25-Sep-2014,6200,620.3,220.85,6073.7,
NIFTY,24-Feb-2014,27-Dec-2018,4000,8.5,3322.95,6186.1,0.624425400101886
NIFTY,13-Feb-2014,28-Dec-2017,4400,1.5,2995.5,6001.1,0.465193804383253
NIFTY,03-Feb-2014,24-Apr-2014,6950,748.55,3.2,6001.8,
NIFTY,22-Jan-2014,28-Dec-2017,8200,296.9,3058.95,6338.95,0.128542733722195
NIFTY,11-Mar-2014,27-Mar-2014,8200,1614.95,26.5,6511.9,0.357131584032289
NIFTY,11-Mar-2014,25-Jun-2015,5000,253,351.75,6511.9,-4.06644448005286E-06
NIFTY,08-Jan-2014,28-Jun-2018,5800,259.5,2112.85,6174.6,0.245270530478096
NIFTY,11-Feb-2014,25-Jun-2015,6300,291.95,1546.8,6062.7,0.162383971559537
NIFTY,07-Feb-2014,27-Mar-2014,7150,748.7,3.5,6063.2,
NIFTY,25-Feb-2014,25-Sep-2014,8500,1852.35,623.45,6200.05,
NIFTY,11-Mar-2014,27-Mar-2014,6650,145.3,77.1,6511.9,0.199300992603305
NIFTY,11-Mar-2014,29-Jun-2017,3400,6.25,2675.55,6511.9,
NIFTY,17-Feb-2014,27-Dec-2018,6100,122.3,2375.95,6073.3,
NIFTY,05-Mar-2014,29-Jun-2017,8800,1020.5,994.65,6328.65,0.198181373458187
NIFTY,25-Feb-2014,25-Sep-2014,6400,715.65,194.4,6200.05,0.219752562395868
NIFTY,27-Jan-2014,29-Jun-2017,7300,493.9,2166.25,6135.85,0.147856213429263
NIFTY,02-Jan-2014,25-Jun-2015,5700,532,1498.7,6221.15,
NIFTY,10-Jan-2014,28-Dec-2017,7100,138.05,2617.7,6171.45,0.130556166126269
NIFTY,10-Mar-2014,24-Apr-2014,7800,1414.2,0.05,6537.25,
NIFTY,31-Jan-2014,26-Jun-2014,3400,27,2451.55,6089.5,0.269669525369527
NIFTY,21-Jan-2014,30-Jan-2014,5800,1.1,1406.45,6313.8,-0.122715144929639
NIFTY,22-Mar-2014,29-May-2014,7550,1132.15,1.75,6494.9,0.548976972206181
NIFTY,21-Mar-2014,25-Sep-2014,8100,1636.6,260.45,6493.2,0.213454128149848
NIFTY,18-Feb-2014,29-Dec-2016,4700,267.4,2022.6,6127.1,0.51672036543514
NIFTY,24-Jan-2014,30-Jun-2016,7300,850,574.45,6266.75,0.331120169440775
NIFTY,29-Jan-2014,30-Jun-2016,8500,648.2,389.5,6120.25,0.510989544063886
NIFTY,12-Mar-2014,29-Dec-2016,4600,318.8,2147.15,6516.9,
NIFTY,09-Jan-2014,29-Dec-2016,3900,150.85,1443.85,6168.35,0.226031386697374
NIFTY,31-Jan-2014,25-Sep-2014,8600,1863.4,325,6089.5,
NIFTY,07-Feb-2014,29-Jun-2017,7300,493.9,1325.55,6063.2,0.65005231028111
NIFTY,17-Feb-2014,30-Jun-2016,4200,149.5,3156.3,6073.3,0.19215812020391
NIFTY,29-Jan-2014,26-Jun-2014,8200,772.6,1265.6,6120.25,
NIFTY,03-Mar-2014,29-Jun-2017,3500,7.8,3035.75,6221.45,0.391143719605996
NIFTY,03-Feb-2014,29-Dec-2016,7300,527.8,2978.25,6001.8,0.124103061169902
NIFTY,19-Feb-2014,28-Jun-2018,5100,149.25,2453.9,6152.75,0.222252927910551
NIFTY,03-Feb-2014,25-Sep-2014,7600,1419.4,808.2,6001.8,
NIFTY,12-Feb-2014,25-Jun-2015,5300,338.6,1056.1,6084,1.43965608034026
NIFTY,31-Jan-2014,27-Mar-2014,8100,1529.8,1,6089.5,0.217302981616857
NIFTY,07-Jan-2014,27-Mar-2014,5450,8.3,48,6162.25,0.574272843755144
NIFTY,18-Feb-2014,28-Jun-2018,8300,967.15,1502,6127.1,
NIFTY,14-Jan-2014,31-Dec-2015,3100,22.5,2912.3,6241.85,0.660260629527865
NIFTY,13-Feb-2014,29-Jun-2017,3300,5,2616.85,6001.1,0.469047385042459
NIFTY,07-Jan-2014,28-Jun-2018,3900,40.1,1533.4,6162.25,0.40273727089855
NIFTY,10-Jan-2014,26-Jun-2014,3400,27,2548.15,6171.45,0.644516896704375
NIFTY,12-Feb-2014,26-Jun-2014,3600,1.65,2070,6084,0.342993324256636
NIFTY,26-Feb-2014,25-Jun-2015,4800,215,3567.55,6238.8,0.156617670079405
NIFTY,05-Feb-2014,31-Dec-2015,8200,551.85,1954.6,6022.4,
NIFTY,13-Feb-2014,31-Dec-2015,5600,275,702,6001.1,0.12352175492334
NIFTY,19-Feb-2014,31-Dec-2015,4300,16.45,2965.3,6152.75,
NIFTY,19-Feb-2014,24-Apr-2014,5350,5.6,1521.15,6152.75,0.698931745762764
NIFTY,23-Jan-2014,29-Jun-2017,6100,229.3,1446.6,6345.65,1.0621123392739
NIFTY,21-Jan-2014,25-Sep-2014,8000,1563.55,560.35,6313.8,0.218448983056142
NIFTY,10-Feb-2014,24-Apr-2014,5400,25.45,1081.55,6053.45,
NIFTY,07-Jan-2014,28-Dec-2017,5900,31.35,1677.15,6162.25,0.437224547320567
NIFTY,06-Mar-2014,24-Apr-2014,4800,0.1,1299.25,6401.15,
NIFTY,10-Jan-2014,26-Jun-2014,4700,190,878.7,6171.45,-0.035683580562951
NIFTY,25-Feb-2014,29-Jun-2017,4100,23.75,2330.8,6200.05,0.527947874819071
NIFTY,05-Mar-2014,29-Jun-2017,8500,436.65,742.2,6328.65,
NIFTY,01-Jan-2014,27-Mar-2014,5350,4.95,87.15,6301.65,0.349803618336677
NIFTY,27-Jan-2014,27-Mar-2014,6650,363.85,240.6,6135.85,0.251293735868199
NIFTY,20-Feb-2014,27-Dec-2018,7800,404.2,1694,6091.45,0.460403047187067
NIFTY,19-Feb-2014,26-Jun-2014,5900,275,125.15,6152.75,0.316456218156654
NIFTY,14-Mar-2014,25-Jun-2015,3300,21.15,3643.55,6504.2,0.327074787590338
NIFTY,23-Jan-2014,27-Dec-2018,5700,84.15,3443.35,6345.65,0.398007810089722
NIFTY,02-Jan-2014,25-Sep-2014,7500,1353.15,1495.65,6221.15,0.094806000990797
NIFTY,01-Jan-2014,24-Dec-2014,3200,15.65,410,6301.65,0.23740760863279
NIFTY,10-Jan-2014,31-Dec-2015,8300,579.85,3620.8,6171.45,0.524388455629559
NIFTY,19-Mar-2014,29-May-2014,5850,88.6,318.25,6524.05,0.490605843491269
NIFTY,07-Jan-2014,29-Dec-2016,3700,124.45,1580.3,6162.25,0.245387056628872
NIFTY,07-Feb-2014,25-Jun-2015,7300,370.8,1680.15,6063.2,0.930205016212948
NIFTY,01-Jan-2014,30-Jun-2016,7100,418.55,802.15,6301.65,0.561499732176992
NIFTY,22-Jan-2014,30-Jan-2014,7850,1387.35,49.3,6338.95,0.34650516903478
NIFTY,06-Feb-2014,31-Dec-2015,3800,6.75,2965.3,6036.3,0.177088551985463
NIFTY,08-Jan-2014,27-Dec-2018,4100,10.2,2637.7,6174.6,0.338349278495448
NIFTY,11-Feb-2014,25-Jun-2015,3200,17.15,2992.5,6062.7,
NIFTY,25-Feb-2014,24-Apr-2014,6750,597.35,92,6200.05,0.290385654386819
NIFTY,02-Jan-2014,24-Dec-2014,8500,2359,1241.9,6221.15,0.248597928165955
NIFTY,19-Feb-2014,26-Jun-2014,7700,585.45,990,6152.75,0.838053926264525
NIFTY,28-Feb-2014,29-May-2014,7650,1229.05,1602.55,6276.95,
NIFTY,14-Mar-2014,24-Apr-2014,5400,2.4,1160.65,6504.2,
NIFTY,06-Jan-2014,31-Dec-2015,4700,306.55,1610.35,6191.45,
NIFTY,06-Mar-2014,28-Dec-2017,6700,89.9,1786.05,6401.15,1.08416541769682
NIFTY,01-Jan-2014,31-Dec-2015,7300,333.9,3191.7,6301.65,
NIFTY,07-Feb-2014,26-Jun-2014,6000,315.75,445.05,6063.2,0.904996303622066
NIFTY,12-Feb-2014,30-Jun-2016,8600,1174.15,289.45,6084,
NIFTY,12-Mar-2014,29-Jun-2017,7500,582.95,1238.3,6516.9,0.602251341521297
NIFTY,28-Feb-2014,29-May-2014,7600,1180.55,1407.35,6276.95,0.216908902162698
NIFTY,21-Mar-2014,29-May-2014,7500,895,2.25,6493.2,
NIFTY,25-Feb-2014,24-Dec-2014,3300,19.5,150,6200.05,0.951120139060694
NIFTY,03-Feb-2014,27-Mar-2014,7500,1393.15,26.5,6001.8,0.472753315977393
NIFTY,22-Jan-2014,25-Jun-2015,6200,252.6,1079.6,6338.95,0.275499306560771
NIFTY,24-Jan-2014,30-Jan-2014,7600,1157.2,0.5,6266.75,
NIFTY,26-Feb-2014,28-Dec-2017,3800,0.1,3511.15,6238.8,0.452779573380362
NIFTY,12-Mar-2014,24-Dec-2014,5700,454.5,1406.45,6516.9,-0.063768666224088
NIFTY,02-Jan-2014,31-Dec-2015,3600,2.3,435,6221.15,1.04255857760695
NIFTY,16-Jan-2014,25-Sep-2014,8700,1864.8,2644.95,6318.9,0.324577805592509
NIFTY,23-Jan-2014,31-Dec-2015,6800,239.45,2896.5,6345.65,
