Date,Open,High Price,Low Price,Close,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
22-March-2016,1235.0,1263.4,1226.1,1253.15,1252.9091548876413,184721,5176,231438632.0,105753.0,57.25,37.3,18.15
23-March-2016,1254.05,1261.7,1243.0,1249.2,1251.1717562884814,169397,4454,211944742.0,98689.0,58.26,18.7,-4.85
28-March-2016,1256.3,1264.95,1237.0,1243.3,1250.9371252355666,58370,2382,73017200.0,15814.0,27.09,27.95,-13.0
29-March-2016,1237.1,1250.55,1226.8,1232.25,1240.731250606384,92763,2798,115093953.0,44257.0,47.71,23.75,-4.85
30-March-2016,1248.0,1249.0,1215.3,1220.2,1226.9350551654966,43868,2040,53823187.0,15519.0,35.38,33.7,-27.8
31-March-2016,1222.5,1227.65,1204.0,1209.65,1214.0235241899686,114903,2545,139494945.0,78963.0,68.72,23.65,-12.85
01-April-2016,1219.9,1219.9,1187.95,1194.55,1194.299083315909,90871,7863,108527152.0,25126.0,27.65,31.95,-25.35
04-April-2016,1197.0,1248.4,1187.8,1245.75,1211.6786278492434,155085,5102,187913180.0,84518.0,54.5,60.6,48.75
05-April-2016,1253.0,1253.0,1213.3,1216.0,1230.391644908616,50556,3440,62203680.0,10994.0,21.75,39.7,-37.0
06-April-2016,1221.0,1234.95,1215.1,1221.35,1225.041323499283,48810,3117,59794267.0,14686.0,30.09,19.85,0.35
07-April-2016,1225.65,1233.45,1207.0,1212.55,1224.7260353196325,48415,2610,59295111.0,12879.0,26.6,26.45,-13.1
08-April-2016,1219.9,1237.8,1210.0,1233.1,1225.0287047770116,32782,1516,40158891.0,7722.0,23.56,27.8,13.2
11-April-2016,1232.0,1235.95,1210.0,1232.55,1223.867242309768,40766,2938,49892172.0,7932.0,19.46,25.95,0.55
12-April-2016,1239.0,1250.9,1230.05,1240.75,1240.8746925647974,63428,3341,78706200.0,16994.0,26.79,20.85,1.75
13-April-2016,1259.0,1349.0,1254.45,1332.6,1320.6614266355416,290011,16044,383006341.0,75810.0,26.14,94.55,73.6
18-April-2016,1332.45,1354.7,1316.5,1341.05,1340.682521675715,148092,6357,198544356.0,55141.0,37.23,38.2,8.6
20-April-2016,1340.0,1350.0,1306.0,1327.35,1319.7967749287748,87750,5184,115812167.0,16263.0,18.53,44.0,-12.65
21-April-2016,1339.0,1339.0,1302.1,1308.15,1315.2703951167202,72738,3141,95670138.0,18581.0,25.55,36.9,-30.85
